s.no,moduleId,moduleName,errorMessage
197,13376,GP-H3DR-DC,"Error in zone : 5_197_13376_GP-H3DR-DC for module [G Profile-Hob Cabinet 3 Drawer,13376] : Insufficient accessories. Minimum required: 3 got 1"
190,13369,GP-WLC2S-DC,"Selected Depth is 355, Which is outside the allowable limits (Min = 300, Max = 330)"
141,13310,Gola-WDL-430D-DC,"Error in zone : 3_141_13310_Gola-WDL-430D-DC for module [Gola Wall Cabinet 2 Shutter Dual Lift Up-430D,13310] : Insufficient accessories. Minimum required: 1 got 0"
262,13459,H1S1DR-v1-DC,"Error in zone : 6_262_13459_H1S1DR-v1-DC for module [Hob Cabinet 1 Shutter 1 Drawer-Version 1,13459] : Insufficient accessories. Minimum required: 2 got 1"
263,13460,H2S1DR-v1-DC,"Error in zone : 7_263_13460_H2S1DR-v1-DC for module [Hob Cabinet 2 Shutter 1 Drawer-Version 1,13460] : Insufficient accessories. Minimum required: 2 got 1"
269,13466,Gola-H2S1DR-v1-DC,"Selected Depth is 400, Which is outside the allowable limits (Min = 540, Max = 580)"
268,13465,Gola-H1S1DR-v1-DC,"Error in zone : 5_268_13465_Gola-H1S1DR-v1-DC for module [Gola Hob Cabinet 1 Shutter 1 Drawer-Version 1,13465] : Insufficient accessories. Minimum required: 2 got 1"
269,13466,Gola-H2S1DR-v1-DC,"Error in zone : 6_269_13466_Gola-H2S1DR-v1-DC for module [Gola Hob cabinet 2 Shutter 1 Drawer-Version 1,13466] : Insufficient accessories. Minimum required: 2 got 0"
214,13396,GP-B2S1DR-DC,"Selected Depth is 400, Which is outside the allowable limits (Min = 540, Max = 580)"
215,13397,GP-H2S1DR-DC,"Selected Depth is 400, Which is outside the allowable limits (Min = 540, Max = 580)"
211,13393,GP-H4DR-DC,"Error in zone : 1_211_13393_GP-H4DR-DC for module [G Profile-Hob Cabinet 4 Drawer,13393] : Insufficient accessories. Minimum required: 4 got 0"
213,13395,GP-H1S1DR-DC,"Error in zone : 3_213_13395_GP-H1S1DR-DC for module [G Profile-Hob Cabinet 1 Shutter 1 Drawer,13395] : Insufficient accessories. Minimum required: 2 got 1"
214,13396,GP-B2S1DR-DC,"Error in zone : 4_214_13396_GP-B2S1DR-DC for module [G Profile-Base Cabinet 2 Shutter 1 Drawer,13396] : Insufficient accessories. Minimum required: 2 got 0"
215,13397,GP-H2S1DR-DC,"Error in zone : 5_215_13397_GP-H2S1DR-DC for module [G Profile-Hob Cabinet 2 Shutter 1 Drawer,13397] : Insufficient accessories. Minimum required: 2 got 0"
244,13431,GP-WDL-DC,"Error in zone : 4_244_13431_GP-WDL-DC for module [G Profile-Wall Cabinet 2 Shutter Dual Lift Up,13431] : Insufficient accessories. Minimum required: 1 got 0"
246,13433,GP-WDL-430D-DC,"Error in zone : 6_246_13433_GP-WDL-430D-DC for module [G Profile-Wall Cabinet 2 Shutter Dual Lift Up-430D,13433] : Insufficient accessories. Minimum required: 1 got 0"
233,13419,GP-T1BDR1TSTWO-DC,"Error in zone : 3_233_13419_GP-T1BDR1TSTWO-DC for module [G Profile-Tall Unit 1 bottom drawer 1 shutter with top wicker basket- Provision for Built-in Oven,13419] : Insufficient accessories. Minimum required: 3 got 2"
236,13422,GP-T2BDR1TSTWO-DC,"Error in zone : 6_236_13422_GP-T2BDR1TSTWO-DC for module [G Profile-Tall Unit 2 bottom drawer 1 shutter with top wicker basket- Provision for Built-in Oven,13422] : Insufficient accessories. Minimum required: 3 got 2"
319,13540,B2DR-NBB-DC,"Selected Depth is 400, Which is outside the allowable limits (Min = 540, Max = 580)"
321,13542,B1S1DR-NBB-DC,"Selected Depth is 500, Which is outside the allowable limits (Min = 540, Max = 580)"
320,13541,B3DR-NBB-DC,"Selected Depth is 400, Which is outside the allowable limits (Min = 540, Max = 580)"
322,13543,B2S1DR-NBB-DC,"Selected Depth is 450, Which is outside the allowable limits (Min = 540, Max = 580)"
319,13540,B2DR-NBB-DC,"Error in zone : 4_319_13540_B2DR-NBB-DC for module [Semi Modular Base 2 Drawer- No Bottom No Back,13540] : Insufficient accessories. Minimum required: 2 got 0"
320,13541,B3DR-NBB-DC,"Error in zone : 5_320_13541_B3DR-NBB-DC for module [Semi Modular Base 3 Drawer- No Bottom No Back,13541] : Insufficient accessories. Minimum required: 3 got 0"
322,13543,B2S1DR-NBB-DC,"Error in zone : 7_322_13543_B2S1DR-NBB-DC for module [Semi Modular Base 2 Shutter 1 drawer - No Bottom No Back,13543] : Insufficient accessories. Minimum required: 2 got 0"
400,13621,Gola-OB-WB-1TD-Regular-DC,"Error in zone : 3_400_13621_Gola-OB-WB-1TD-Regular-DC for module [Semi Modular Gola  Kitchen Base Open Cabinet With 1 Wicker Basket 1 Top Drawer-Regular,13621] : Insufficient accessories. Minimum required: 1 got 0"
333,13554,B2DR-Regular-DC,"Selected Depth is 400, Which is outside the allowable limits (Min = 540, Max = 580)"
329,13550,B1S1DR-SE1-DC,"Selected Depth is 500, Which is outside the allowable limits (Min = 540, Max = 580)"
333,13554,B2DR-Regular-DC,"Error in zone : 8_333_13554_B2DR-Regular-DC for module [Semi Modular Base 2 Drawer- Regular,13554] : Insufficient accessories. Minimum required: 2 got 0"
344,13565,BF&2S-DC,"Selected Height is 400, Which is outside the allowable limits (Min = 500, Max = 900)"
379,13600,Gola-B3DR-Regular-DC,"Selected Depth is 400, Which is outside the allowable limits (Min = 540, Max = 580)"
379,13600,Gola-B3DR-Regular-DC,"Error in zone : 1_379_13600_Gola-B3DR-Regular-DC for module [Semi Modular Gola Base 3 Drawer-Regular,13600] : Insufficient accessories. Minimum required: 3 got 0"
374,13595,Gola-B1DR-Regular-DC,"Selected Depth is 400, Which is outside the allowable limits (Min = 540, Max = 580)"
376,13597,Gola-B2S1DR-Regular-DC,"Selected Depth is 400, Which is outside the allowable limits (Min = 540, Max = 580)"
378,13599,Gola-B2DR-Regular-DC,"Selected Depth is 400, Which is outside the allowable limits (Min = 540, Max = 580)"
374,13595,Gola-B1DR-Regular-DC,"Error in zone : 6_374_13595_Gola-B1DR-Regular-DC for module [Semi Modular Gola Base 1 Drawer-Regular,13595] : Insufficient accessories. Minimum required: 1 got 0"
376,13597,Gola-B2S1DR-Regular-DC,"Error in zone : 8_376_13597_Gola-B2S1DR-Regular-DC for module [Semi Modular Gola Base 2 Shutter 1 Drawer-Regular,13597] : Insufficient accessories. Minimum required: 2 got 0"
378,13599,Gola-B2DR-Regular-DC,"Error in zone : 10_378_13599_Gola-B2DR-Regular-DC for module [Semi Modular Gola Base 2 Drawer-Regular,13599] : Insufficient accessories. Minimum required: 2 got 0"
401,13622,B4DR-Regular-DC,"Selected Depth is 400, Which is outside the allowable limits (Min = 540, Max = 580)"
401,13622,B4DR-Regular-DC,"Error in zone : 1_401_13622_B4DR-Regular-DC for module [Semi modular Base Cabinet 4 Drawer-Regular,13622] : Insufficient accessories. Minimum required: 4 got 0"
408,13629,Gola-B1DR-NBB - v1-DC,"Selected Depth is 400, Which is outside the allowable limits (Min = 540, Max = 580)"
410,13631,Gola-B2DR-NBB - v1-DC,"Selected Depth is 400, Which is outside the allowable limits (Min = 540, Max = 580)"
411,13632,Gola-B1DR1GT-NBB - v1-DC,"Selected Depth is 400, Which is outside the allowable limits (Min = 540, Max = 580)"
408,13629,Gola-B1DR-NBB - v1-DC,"Error in zone : 7_408_13629_Gola-B1DR-NBB - v1-DC for module [Semi Modular Gola Base 1 Drawer-No Bottom No Back-Version 1,13629] : Insufficient accessories. Minimum required: 1 got 0"
410,13631,Gola-B2DR-NBB - v1-DC,"Error in zone : 9_410_13631_Gola-B2DR-NBB - v1-DC for module [Semi Modular Gola Base 2 Drawer-No Bottom No Back-Version 1,13631] : Insufficient accessories. Minimum required: 2 got 0"
411,13632,Gola-B1DR1GT-NBB - v1-DC,"Error in zone : 10_411_13632_Gola-B1DR1GT-NBB - v1-DC for module [Semi Modular Gola Base 1 Drawer Grain Pull Out-No Bottom No Back-Version 1,13632] : Insufficient accessories. Minimum required: 2 got 0"
412,13633,Gola-B3DR-NBB - v1-DC,"Selected Depth is 400, Which is outside the allowable limits (Min = 540, Max = 580)"
414,13635,Gola-B1S1DR-NBB - v1-DC,"Selected Depth is 400, Which is outside the allowable limits (Min = 540, Max = 580)"
415,13636,Gola-B2S1DR-NBB - v1-DC,"Selected Depth is 400, Which is outside the allowable limits (Min = 540, Max = 580)"
412,13633,Gola-B3DR-NBB - v1-DC,"Error in zone : 1_412_13633_Gola-B3DR-NBB - v1-DC for module [Semi Modular Gola Base 3 Drawer-No Bottom No Back-Version 1,13633] : Insufficient accessories. Minimum required: 3 got 0"
414,13635,Gola-B1S1DR-NBB - v1-DC,"Error in zone : 3_414_13635_Gola-B1S1DR-NBB - v1-DC for module [Semi Modular Gola Base 1 Shutter 1 drawer-No Bottom No Back-Version 1,13635] : Insufficient accessories. Minimum required: 2 got 0"
415,13636,Gola-B2S1DR-NBB - v1-DC,"Error in zone : 4_415_13636_Gola-B2S1DR-NBB - v1-DC for module [Semi Modular Gola Base 2 Shutter 1 drawer-No Bottom No Back-Version 1,13636] : Insufficient accessories. Minimum required: 2 got 0"
451,13672,GP-B2S1DR-Regular-DC,"Error in zone : 5_451_13672_GP-B2S1DR-Regular-DC for module [G Profile-Semi Modular Base 2 Shutter 1 drawer -Regular,13672] : Insufficient accessories. Minimum required: 2 got 1"
462,13683,GP-B4DR-Regular-DC,"Selected Depth is 400, Which is outside the allowable limits (Min = 540, Max = 580)"
462,13683,GP-B4DR-Regular-DC,"Error in zone : 6_462_13683_GP-B4DR-Regular-DC for module [G Profile-Semi modular Base Cabinet 4 Drawer-Regular,13683] : Insufficient accessories. Minimum required: 4 got 0"
438,13659,GP-B2DR-Regular-DC,"Selected Depth is 400, Which is outside the allowable limits (Min = 540, Max = 580)"
438,13659,GP-B2DR-Regular-DC,"Error in zone : 2_438_13659_GP-B2DR-Regular-DC for module [G Profile-Semi Modular Base 2 Drawer- Regular,13659] : Insufficient accessories. Minimum required: 2 got 0"
483,13704,GP-B2DR-NBB-DC,"Selected Depth is 400, Which is outside the allowable limits (Min = 540, Max = 580)"
482,13703,GP-B3DR-NBB-DC,"Selected Depth is 400, Which is outside the allowable limits (Min = 540, Max = 580)"
482,13703,GP-B3DR-NBB-DC,"Error in zone : 6_482_13703_GP-B3DR-NBB-DC for module [G Profile-Semi Modular Base 3 Drawer- No Bottom No Back,13703] : Insufficient accessories. Minimum required: 3 got 0"
483,13704,GP-B2DR-NBB-DC,"Error in zone : 7_483_13704_GP-B2DR-NBB-DC for module [G Profile-Semi Modular Base 2 Drawer- No Bottom No Back,13704] : Insufficient accessories. Minimum required: 2 got 0"
553,13794,LF&SPO-2S-100 To 300-DC,"Please refresh to fetch price from server."
601,14155,VSSB2S-v1-DC,"Please refresh to fetch price from server."
616,14181,OMWF-DC,"Please refresh to fetch price from server."
617,14182,OBBEP-DC,"Please refresh to fetch price from server."
548,13783,LSP-Right-DC,"Please refresh to fetch price from server."
586,13827,FB-1S1DR-V-S-DC,"Please refresh to fetch price from server."
587,13828,FB-2S1DR-V-S-DC,"Please refresh to fetch price from server."
554,13795,LF&S-2S-L Corner-100 To 300-DC,"Please refresh to fetch price from server."
555,13796,LF&SPO-2S-L Corner-DC,"Please refresh to fetch price from server."
556,13797,LF&SPO-2S-L Corner-100 To 300-DC,"Please refresh to fetch price from server."
557,13798,LBP-K-EP-WV-DC,"Please refresh to fetch price from server."
558,13799,LBP-W-EP-WV-DC,"Please refresh to fetch price from server."
559,13800,LBP-K-WV-DC,"Please refresh to fetch price from server."
560,13801,LBP-W-WV-DC,"Please refresh to fetch price from server."
561,13802,CLTF-DC,"Please refresh to fetch price from server."
584,13825,S2S-S-DC,"Please refresh to fetch price from server."
585,13826,S1S-S-DC,"Please refresh to fetch price from server."
579,13820,B1DR1O-430D-S-DC,"Couldn't find shutter Name[Aluminium Profile Drawer] and Type[APDF]"
577,13818,B1S1DR-S-DC,"Please refresh to fetch price from server."
578,13819,B2S1DR-S-DC,"Please refresh to fetch price from server."
580,13821,T1S-S-DC,"Please refresh to fetch price from server."
581,13822,T2S-S-DC,"Please refresh to fetch price from server."
582,13823,B1S-S-DC,"Please refresh to fetch price from server."
583,13824,B2S-S-DC,"Please refresh to fetch price from server."
602,14165,W1S-DC,"Please refresh to fetch price from server."
603,14166,W2S-DC,"Please refresh to fetch price from server."
604,14167,MSOCPW50VF-DC,"Please refresh to fetch price from server."
510,13731,Gola-B1S1DR-Regular-v1-DC,"Selected Depth is 400, Which is outside the allowable limits (Min = 540, Max = 580)"
510,13731,Gola-B1S1DR-Regular-v1-DC,"Error in zone : 3_510_13731_Gola-B1S1DR-Regular-v1-DC for module [Semi Modular Gola Base 1 Shutter 1 Drawer-Regular-Version 1,13731] : Insufficient accessories. Minimum required: 2 got 0"
507,13728,Gola-S1S-NBB-v2-DC,"Please refresh to fetch price from server."
508,13729,Gola-S2S-NBB-v2-DC,"Please refresh to fetch price from server."
545,13777,LBP-W-DC,"Please refresh to fetch price from server."
534,13762,LBL-1S-DC,"Please refresh to fetch price from server."
535,13763,LBL-2S-DC,"Please refresh to fetch price from server."
536,13764,LF&SPO-1S-DC,"Please refresh to fetch price from server."
537,13765,LSF-DC,"Please refresh to fetch price from server."
538,13766,LSP-Left-DC,"Please refresh to fetch price from server."
539,13767,LBP-K-EP-DC,"Please refresh to fetch price from server."
540,13768,LBLPO-1S-DC,"Please refresh to fetch price from server."
541,13769,LBLPO-2S-DC,"Please refresh to fetch price from server."
542,13770,LBP-S&F-EP-DC,"Please refresh to fetch price from server."
543,13771,LBP-W-EP-DC,"Please refresh to fetch price from server."
552,13793,LF&S-2S-100 To 300-DC,"Please refresh to fetch price from server."
551,13788,LF&SPO-1S-100 To 300-DC,"Please refresh to fetch price from server."
588,14141,VB1S-DC,"Please refresh to fetch price from server."
589,14142,VB2S-DC,"Please refresh to fetch price from server."
593,14146,VFB-DC,"Please refresh to fetch price from server."
594,14147,VFW-DC,"Please refresh to fetch price from server."
595,14148,V-EP-DC,"Please refresh to fetch price from server."
596,14149,VW-EP-DC,"Please refresh to fetch price from server."
605,14168,OW-DC,"Please refresh to fetch price from server."
606,14169,OW2RS-DC,"Please refresh to fetch price from server."
607,14171,S2S-DC,"Please refresh to fetch price from server."
608,14172,S1S-DC,"Please refresh to fetch price from server."
609,14173,OHS18MM200-600-DC,"Please refresh to fetch price from server."
610,14174,OHS18MM650-900-DC,"Please refresh to fetch price from server."
611,14175,OHS18MM950-1200-DC,"Please refresh to fetch price from server."
612,14176,OHS18MM1250-1800-DC,"Please refresh to fetch price from server."
613,14177,OHS18MM1850-2100-DC,"Please refresh to fetch price from server."
615,14180,OMTF-DC,"Please refresh to fetch price from server."
566,13807,SSBFD-DC,"Please refresh to fetch price from server."
567,13808,SSOP-DC,"Please refresh to fetch price from server."
568,13809,VW1SS-DC,"Please refresh to fetch price from server."
569,13810,W1TLS-Upto 900W-DC,"Please refresh to fetch price from server."
570,13811,TUCK-DC,"Please refresh to fetch price from server."
571,13812,BEP With Wooden Counter Top-DC,"Please refresh to fetch price from server."
573,13814,B1DR-430D-S-DC,"Please refresh to fetch price from server."
574,13815,B2DR-430D-S-DC,"Please refresh to fetch price from server."
575,13816,BO-S-DC,"Please refresh to fetch price from server."
576,13817,BO2HS-S-DC,"Please refresh to fetch price from server."
501,13722,S1S-Regular-v1-DC,"Please refresh to fetch price from server."
502,13723,S2S-Regular-v1-DC,"Please refresh to fetch price from server."
503,13724,SB1S-Regular-v1-DC,"Please refresh to fetch price from server."
504,13725,SB2S-Regular-v1-DC,"Please refresh to fetch price from server."
505,13726,S1S-Regular-150-v1-DC,"Please refresh to fetch price from server."
506,13727,S2S-Regular-SE-150-v1-DC,"Please refresh to fetch price from server."
509,13730,B1DR1GT-NBB-v1-DC,"Please refresh to fetch price from server."
531,13759,LF&S-2S-DC,"Please refresh to fetch price from server."
532,13760,LF&SPO-2S-DC,"Please refresh to fetch price from server."
533,13761,LF&S-1S-DC,"Please refresh to fetch price from server."
546,13778,LBP-S&F-DC,"Please refresh to fetch price from server."
547,13779,LBP-K-DC,"Please refresh to fetch price from server."
549,13784,LF&S-2S-L Corner-DC,"Please refresh to fetch price from server."
550,13787,LF&S-1S-100 To 300-DC,"Please refresh to fetch price from server."
600,14154,VSSB1S-v1-DC,"Please refresh to fetch price from server."
